Latitude,Longitude,Location,Municipality,Crash Type,Year,Crash Count
49.261007,-123.023626,BOUNDARY RD & BOUNDARY RD OFFRAMP & BOUNDARY RD ONRAMP & TRANS-CANADA HWY,BURNABY,Casualty,2021,17
49.205426,-123.023441,BOUNDARY RD & MARINE WAY & TURNING LANE,BURNABY,Casualty,2021,17
49.225,-122.988934,KINGSWAY & ROYAL OAK AVE,BURNABY,Casualty,2021,17
49.230223,-123.004835,KINGSWAY & WILLINGDON AVE & TURNING LANE,BURNABY,Casualty,2021,17
49.196613,-122.968537,MARINE WAY & NORTH FRASER WAY & TURNING LANE,BURNABY,Casualty,2021,17
49.204864,-122.976067,BYRNE RD & MARINE DR & SOUTHRIDGE DR & TURNING LANE,BURNABY,Casualty,2021,18
49.258332,-123.019801,GRANDVIEW HWY & GRANDVIEW HWY HOV OFFRAMP & TRANS-CANADA HWY,BURNABY,Casualty,2021,18
49.245916,-122.892678,LOUGHEED HWY & NORTH RD & TURNING LANE,BURNABY,Casualty,2021,18
49.20385,-122.999562,MARINE WAY & NELSON AVE & TURNING LANE,BURNABY,Casualty,2021,18
49.213429,-122.937862,10TH AVE & KINGSWAY & TENTH AVE & TWELFTH ST,BURNABY,Casualty,2021,19
49.226885,-122.994223,KINGSWAY & NELSON AVE & NEWTON ST & TURNING LANE,BURNABY,Casualty,2021,19
49.249073,-122.892859,AUSTIN AVE & AUSTIN RD & NORTH RD,BURNABY,Casualty,2021,20
49.20201,-122.981899,BYRNE RD & MARINE WAY & TURNING LANE,BURNABY,Casualty,2021,21
49.218965,-122.92762,10TH AVE & 6TH ST & SIXTH ST & TENTH AVE,BURNABY,Casualty,2021,22
49.26558,-123.023589,BOUNDARY RD & LOUGHEED HWY,BURNABY,Casualty,2021,22
49.254637,-123.004255,CANADA WAY & WILLINGDON AVE,BURNABY,Casualty,2021,22
49.242626,-122.914669,GAGLARDI WAY ONRAMP & TRANS-CANADA HWY,BURNABY,Casualty,2021,22
49.218374,-122.961081,GRIFFITHS AVE & GRIFFITHS DR & KINGSWAY & TURNING LANE,BURNABY,Casualty,2021,22
49.248552,-122.897547,AUSTIN RD & GOVERNMENT ST & LOUGHEED HWY & TURNING LANE,BURNABY,Casualty,2021,23
49.235741,-122.95476,BURRIS ST & CANADA WAY,BURNABY,Casualty,2021,23
49.221948,-123.023697,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,BURNABY,Casualty,2021,24
49.257636,-123.004065,GRANDVIEW HWY & GRANDVIEW HWY HOV ONRAMP & GRANDVIEW HWY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & WILLINGDON AVE & WILLINGDON AVE OFFRAMP & EMERGENCY LANE,BURNABY,Casualty,2021,24
49.269397,-123.023574,1ST AVE & BOUNDARY RD & E 1ST AVE,BURNABY,Casualty,2021,25
49.241592,-122.968214,CANADA WAY & GILPIN ST & KENSINGTON AVE & TURNING LANE,BURNABY,Casualty,2021,26
49.243677,-122.967599,KENSINGTON AVE & KENSINGTON AVE OFFRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP,BURNABY,Casualty,2021,31
49.224089,-122.940994,CANADA WAY & EDMONDS ST,BURNABY,Casualty,2021,35
49.216882,-122.931469,10TH AVE & CANADA WAY & EIGHTH ST & TENTH AVE,BURNABY,Casualty,2021,36
49.252391,-122.912547,GAGLARDI WAY & LOUGHEED HWY & TURNING LANE,BURNABY,Casualty,2021,37
49.232291,-123.023537,BOUNDARY RD & KINGSWAY & TURNING LANE,BURNABY,Casualty,2021,44
49.258209,-123.023636,BOUNDARY RD & GRANDVIEW HWY & GRANDVIEW HWY ONRAMP,BURNABY,Casualty,2021,50
49.242676,-122.914583,GAGLARDI WAY OFFRAMP & TRANS-CANADA HWY,BURNABY,Casualty,2021,55
49.247738,-122.912997,CARIBOO RD & GAGLARDI WAY,BURNABY,Casualty,2021,60
49.243752,-122.967488,KENSINGTON AVE & TRANS-CANADA HWY,BURNABY,Casualty,2021,68
49.257524,-123.003967,TRANS-CANADA HWY & WILLINGDON AVE,BURNABY,Casualty,2021,69
49.245758,-122.908747,BRUNETTE RIVER BRIDGE,BURNABY,Casualty,2021,1
49.242764,-122.914877,GAGLARDI WAY STORMONT UNDRPASS,BURNABY,Casualty,2021,1
49.222174,-122.924039,11TH AVE,BURNABY,Casualty,2017,1
49.232182,-122.910575,ARMSTRONG AVE,BURNABY,Casualty,2017,1
49.273394,-122.961471,AUBREY ST,BURNABY,Casualty,2017,1
49.283912,-122.957584,BELCARRA DR,BURNABY,Casualty,2017,1
49.224217,-122.9977,BONSOR AVE,BURNABY,Casualty,2017,1
49.251719,-122.918981,BRIGHTON AVE,BURNABY,Casualty,2017,1
49.269443,-122.945605,BURNWOOD DR,BURNABY,Casualty,2017,1
49.200095,-122.985434,BYRNE RD,BURNABY,Casualty,2017,1
49.244016,-122.909986,CARIBOO RD,BURNABY,Casualty,2017,1
49.228237,-123.008964,CENTRAL BLVD,BURNABY,Casualty,2017,1
49.275204,-122.97285,CURTIS ST,BURNABY,Casualty,2017,1
49.225132,-122.939037,EDMONDS ST,BURNABY,Casualty,2017,1
49.24511,-123.013919,FIR ST,BURNABY,Casualty,2017,1
49.229598,-122.999925,HAZEL ST,BURNABY,Casualty,2017,1
49.235624,-122.896001,HOLMES ST,BURNABY,Casualty,2017,1
49.229455,-123.007641,KATHLEEN AVE,BURNABY,Casualty,2017,1
49.248808,-123.016346,KINCAID ST,BURNABY,Casualty,2017,1
49.223308,-122.983661,KINGSWAY,BURNABY,Casualty,2017,1
49.254185,-123.021305,LAUREL ST,BURNABY,Casualty,2017,1
49.188881,-122.981905,NORTH FRASER WAY,BURNABY,Casualty,2017,1
49.239829,-122.892557,NORTH RD,BURNABY,Casualty,2017,1
49.242489,-122.8926,NORTH RD,BURNABY,Casualty,2017,1
49.252558,-122.903677,SALISH CRT,BURNABY,Casualty,2017,1
49.21995,-122.952739,WALKER AVE,BURNABY,Casualty,2017,1
49.188919,-122.981884,NORTH FRASER WAY,BURNABY,Casualty,2017,2
49.225879,-122.914836,10TH AVE,BURNABY,Casualty,2018,1
49.22991,-122.921651,16TH AVE,BURNABY,Casualty,2018,1
49.225304,-122.935595,6TH ST,BURNABY,Casualty,2018,1
49.266105,-122.992684,BRENTWOOD DR,BURNABY,Casualty,2018,1
49.238355,-122.95914,CANADA WAY,BURNABY,Casualty,2018,1
49.242082,-122.908485,CARIBOO DR,BURNABY,Casualty,2018,1
49.244016,-122.909986,CARIBOO RD,BURNABY,Casualty,2018,1
49.238783,-122.966069,DEER LAKE AVE,BURNABY,Casualty,2018,1
49.280995,-122.99886,HASTINGS ST,BURNABY,Casualty,2018,1
49.234395,-123.017032,JERSEY AVE,BURNABY,Casualty,2018,1
49.218383,-122.953819,KINGSWAY,BURNABY,Casualty,2018,1
49.218419,-122.95662,KINGSWAY,BURNABY,Casualty,2018,1
49.218722,-122.966419,KINGSWAY,BURNABY,Casualty,2018,1
49.220426,-122.974118,KINGSWAY,BURNABY,Casualty,2018,1
49.227644,-122.997061,KINGSWAY,BURNABY,Casualty,2018,1
49.231676,-123.009291,KINGSWAY,BURNABY,Casualty,2018,1
49.219432,-122.950428,LINDEN AVE,BURNABY,Casualty,2018,1
49.264998,-122.984076,LOUGHEED HWY,BURNABY,Casualty,2018,1
49.217752,-122.994002,NELSON AVE,BURNABY,Casualty,2018,1
49.243515,-122.892624,NORTH RD,BURNABY,Casualty,2018,1
49.245267,-122.89275,NORTH RD,BURNABY,Casualty,2018,1
49.254589,-122.892947,NORTH RD,BURNABY,Casualty,2018,1
49.280226,-123.022192,PENDER ST,BURNABY,Casualty,2018,1
49.249929,-122.968737,SPROTT ST,BURNABY,Casualty,2018,1
49.260797,-123.005154,STILL CREEK AVE,BURNABY,Casualty,2018,1
49.261809,-123.002392,STILL CREEK DR,BURNABY,Casualty,2018,1
49.249162,-122.979002,SUNSET ST,BURNABY,Casualty,2018,1
49.255854,-122.920741,THUNDERBIRD CRES,BURNABY,Casualty,2018,1
49.250511,-122.997534,WAYBURNE DR,BURNABY,Casualty,2018,1
49.241639,-122.906917,CARIBOO RD,BURNABY,Casualty,2018,2
49.224217,-122.9977,BONSOR AVE,BURNABY,Casualty,2019,1
49.276074,-123.023415,BOUNDARY RD,BURNABY,Casualty,2019,1
49.267444,-123.003788,BUCHANAN ST,BURNABY,Casualty,2019,1
49.228543,-122.955799,BUCKINGHAM DR,BURNABY,Casualty,2019,1
49.196989,-122.991052,BYRNE RD,BURNABY,Casualty,2019,1
49.220695,-122.936556,CANADA WAY,BURNABY,Casualty,2019,1
49.254687,-123.003765,CANADA WAY,BURNABY,Casualty,2019,1
49.235282,-123.00745,CHAFFEY AVE,BURNABY,Casualty,2019,1
49.225132,-122.939037,EDMONDS ST,BURNABY,Casualty,2019,1
49.280447,-123.020989,ESMOND AVE,BURNABY,Casualty,2019,1
49.266948,-122.915238,GAGLARDI WAY,BURNABY,Casualty,2019,1
49.252624,-123.010764,GILMORE WAY,BURNABY,Casualty,2019,1
49.268045,-123.008027,HALIFAX ST,BURNABY,Casualty,2019,1
49.268068,-123.012523,HALIFAX ST,BURNABY,Casualty,2019,1
49.28012,-122.960948,HASTINGS ST,BURNABY,Casualty,2019,1
49.281051,-123.015218,HASTINGS ST,BURNABY,Casualty,2019,1
49.235302,-122.898437,HOLMES ST,BURNABY,Casualty,2019,1
49.249178,-123.012502,KINCAID ST,BURNABY,Casualty,2019,1
49.218442,-122.962532,KINGSWAY,BURNABY,Casualty,2019,1
49.227644,-122.997061,KINGSWAY,BURNABY,Casualty,2019,1
49.232698,-123.017821,KINGSWAY,BURNABY,Casualty,2019,1
49.199009,-122.981737,MARKET CROSSING,BURNABY,Casualty,2019,1
49.242489,-122.8926,NORTH RD,BURNABY,Casualty,2019,1
49.252701,-122.892914,NORTH RD,BURNABY,Casualty,2019,1
49.264326,-122.893188,NORTH RD,BURNABY,Casualty,2019,1
49.212192,-123.005925,PORTLAND ST,BURNABY,Casualty,2019,1
49.261732,-123.004913,STILL CREEK DR,BURNABY,Casualty,2019,1
49.28379,-123.015182,TRIUMPH ST,BURNABY,Casualty,2019,1
49.273897,-123.022242,WILLIAM ST,BURNABY,Casualty,2019,1
49.267598,-123.003079,WILLINGDON AVE,BURNABY,Casualty,2019,1
49.280557,-123.003139,WILLINGDON AVE,BURNABY,Casualty,2019,1
49.231781,-123.007308,WILSON AVE,BURNABY,Casualty,2019,1
49.248205,-122.926911,WINSTON ST,BURNABY,Casualty,2019,1
49.279926,-122.92027,UNIVERSITY DR,BURNABY,Casualty,2019,3
49.209288,-122.954624,14TH AVE,BURNABY,Casualty,2020,1
49.226209,-122.943622,CANADA WAY,BURNABY,Casualty,2020,1
49.206165,-122.976246,GILLEY AVE,BURNABY,Casualty,2020,1
49.20601,-123.010117,GLENLYON PKY,BURNABY,Casualty,2020,1
49.267966,-122.951726,HALIFAX ST,BURNABY,Casualty,2020,1
49.256775,-122.901282,NOEL DR,BURNABY,Casualty,2020,1
49.239829,-122.892557,NORTH RD,BURNABY,Casualty,2020,1
49.20494,-122.959855,SOUTHRIDGE DR,BURNABY,Casualty,2020,1
49.261732,-123.004913,STILL CREEK DR,BURNABY,Casualty,2020,1
49.238481,-122.950505,TRANS-CANADA HWY,BURNABY,Casualty,2020,1
49.242176,-123.004974,BARKER CRES,BURNABY,Casualty,2021,1
49.250003,-122.986153,CANADA WAY,BURNABY,Casualty,2021,1
49.241639,-122.906917,CARIBOO RD,BURNABY,Casualty,2021,1
49.229917,-122.991185,DOVER ST,BURNABY,Casualty,2021,1
49.214665,-122.958041,EDMONDS ST,BURNABY,Casualty,2021,1
49.225132,-122.939037,EDMONDS ST,BURNABY,Casualty,2021,1
49.25549,-122.932535,ENTERPRISE ST,BURNABY,Casualty,2021,1
49.264627,-122.927079,FOREST GROVE DR,BURNABY,Casualty,2021,1
49.243623,-122.995128,GARDEN GROVE DR,BURNABY,Casualty,2021,1
49.246515,-122.904924,GOVERNMENT ST,BURNABY,Casualty,2021,1
49.2803,-122.967926,HASTINGS ST,BURNABY,Casualty,2021,1
49.281045,-123.012784,HASTINGS ST,BURNABY,Casualty,2021,1
49.266332,-123.011562,LOUGHEED HWY,BURNABY,Casualty,2021,1
49.266498,-123.00465,LOUGHEED HWY,BURNABY,Casualty,2021,1
49.259923,-122.893066,NORTH RD,BURNABY,Casualty,2021,1
49.261732,-123.004913,STILL CREEK DR,BURNABY,Casualty,2021,1
49.278209,-122.908914,TOWER RD,BURNABY,Casualty,2021,1
49.218478,-122.991517,VICTORY ST,BURNABY,Casualty,2021,1
49.284405,-123.00306,WILLINGDON AVE,BURNABY,Casualty,2021,1
49.248205,-122.926911,WINSTON ST,BURNABY,Casualty,2021,1
49.210918,-122.942558,10TH AVE & 15TH ST & FIFTEENTH ST & TENTH AVE,BURNABY,PDO,2017,1
49.231012,-122.905246,10TH AVE & E TENTH AVE & LANGLEY ST,BURNABY,PDO,2017,1
49.21962,-122.926405,10TH AVE & FIFTH ST & TENTH AVE,BURNABY,PDO,2017,1
49.212917,-122.94112,11TH AVE & 13TH ST,BURNABY,PDO,2017,1
49.210549,-122.945458,11TH AVE & 16TH ST,BURNABY,PDO,2017,1
49.208585,-122.949093,11TH AVE & 18TH ST,BURNABY,PDO,2017,1
49.227958,-122.912984,11TH AVE & CUMBERLAND ST,BURNABY,PDO,2017,1
49.22549,-122.917893,11TH AVE & NEWCOMBE ST,BURNABY,PDO,2017,1
49.222047,-122.926674,12TH AVE & 4TH ST,BURNABY,PDO,2017,1
49.217281,-122.935366,12TH AVE & HILDA ST,BURNABY,PDO,2017,1
49.225655,-122.922341,13TH AVE & 1ST ST,BURNABY,PDO,2017,1
49.221256,-122.930491,13TH AVE & 6TH ST,BURNABY,PDO,2017,1
49.228275,-122.917822,13TH AVE & WRIGHT ST,BURNABY,PDO,2017,1
49.21538,-122.944845,13TH ST & 14TH AVE,BURNABY,PDO,2017,1
49.214937,-122.943595,13TH ST & ETHEL AVE,BURNABY,PDO,2017,1
49.214294,-122.946849,14TH AVE & 15TH ST,BURNABY,PDO,2017,1
49.225366,-122.925301,14TH AVE & 2ND ST,BURNABY,PDO,2017,1
49.218641,-122.938907,14TH AVE & DAVIES ST,BURNABY,PDO,2017,1
49.218002,-122.940095,14TH AVE & MARY AVE,BURNABY,PDO,2017,1
49.227812,-122.920818,14TH AVE & NEWCOMBE ST,BURNABY,PDO,2017,1
49.226119,-122.926257,15TH AVE & 2ND ST,BURNABY,PDO,2017,1
49.213822,-122.952471,16TH AVE & 17TH ST,BURNABY,PDO,2017,1
49.226871,-122.927209,16TH AVE & 2ND ST,BURNABY,PDO,2017,1
49.225335,-122.930839,16TH AVE & 4TH ST,BURNABY,PDO,2017,1
49.21645,-122.947839,16TH AVE & BRITTON ST & HUBERT ST,BURNABY,PDO,2017,1
49.236307,-122.910872,16TH AVE & CASCADE ST,BURNABY,PDO,2017,1
49.23248,-122.916815,16TH AVE & ENDERSBY ST,BURNABY,PDO,2017,1
49.230516,-122.920543,16TH AVE & WRIGHT ST,BURNABY,PDO,2017,1
49.215391,-122.951562,16TH ST & 17TH AVE,BURNABY,PDO,2017,1
49.214213,-122.950078,16TH ST & STRIDE AVE,BURNABY,PDO,2017,1
49.213514,-122.954883,17TH AVE & 18TH ST,BURNABY,PDO,2017,1
49.225909,-122.931565,17TH AVE & 4TH ST,BURNABY,PDO,2017,1
49.212458,-122.956915,17TH AVE & GRIFFITHS DR,BURNABY,PDO,2017,1
49.214096,-122.953891,17TH AVE & LEESIDE ST,BURNABY,PDO,2017,1
49.21968,-122.945417,18TH AVE & HUMPHRIES AVE,BURNABY,PDO,2017,1
49.214907,-122.954909,18TH AVE & LEESIDE ST,BURNABY,PDO,2017,1
49.220704,-122.943503,18TH AVE & MARY AVE,BURNABY,PDO,2017,1
49.223299,-122.939979,19TH AVE & CANADA WAY,BURNABY,PDO,2017,1
49.269368,-123.021063,1ST AVE & ESMOND AVE,BURNABY,PDO,2017,1
49.210226,-122.957521,20TH ST & SOUTHPOINT DR,BURNABY,PDO,2017,1
49.227835,-122.933985,4TH ST & EDMONDS ST,BURNABY,PDO,2017,1
49.237599,-122.951062,6TH ST & BURRIS ST,BURNABY,PDO,2017,1
49.199507,-122.958692,9TH AVE & MARINE DR,BURNABY,PDO,2017,1
49.235264,-123.006196,ABBEY AVE & SAMARA CRT,BURNABY,PDO,2017,1
49.192953,-122.992522,ABBOTSFORD ST & NORTH FRASER WAY,BURNABY,PDO,2017,1
49.226868,-122.95165,ACACIA AVE & IMPERIAL ST,BURNABY,PDO,2017,1
49.264356,-122.95912,ADAIR ST & CLIFF AVE,BURNABY,PDO,2017,1
49.264369,-122.960466,ADAIR ST & HYCREST DR,BURNABY,PDO,2017,1
49.282018,-123.020969,ALBERT ST & ESMOND AVE,BURNABY,PDO,2017,1
49.281992,-123.016224,ALBERT ST & MACDONALD AVE,BURNABY,PDO,2017,1
49.281939,-123.008652,ALBERT ST & MADISON AVE,BURNABY,PDO,2017,1
49.278277,-123.000299,ALPHA AVE & GEORGIA ST,BURNABY,PDO,2017,1
49.280098,-123.000275,ALPHA AVE & PENDER ST,BURNABY,PDO,2017,1
49.219186,-122.985054,ANTRIM AVE & BERESFORD ST,BURNABY,PDO,2017,1
49.221918,-122.98495,ANTRIM AVE & IMPERIAL ST,BURNABY,PDO,2017,1
49.264794,-122.937086,ARDEN AVE & MEADOWOOD DR,BURNABY,PDO,2017,1
49.23348,-122.908185,ARMSTRONG AVE & LANGLEY ST,BURNABY,PDO,2017,1
49.280804,-122.915918,ARTS RD & UNIVERSITY DR E,BURNABY,PDO,2017,1
49.264839,-122.908477,ASH GROVE CRES & FINCH CRT,BURNABY,PDO,2017,1
49.264635,-122.910659,ASH GROVE CRES & LARKFIELD DR,BURNABY,PDO,2017,1
49.273418,-122.975621,AUBREY ST & FELL AVE,BURNABY,PDO,2017,1
49.27341,-122.970091,AUBREY ST & KENSINGTON AVE,BURNABY,PDO,2017,1
49.248337,-122.91422,AVALON AVE & CARIBOO RD,BURNABY,PDO,2017,1
49.25241,-123.023512,AVONDALE ST & BOUNDARY RD,BURNABY,PDO,2017,1
49.259758,-122.955942,BAINBRIDGE AVE & QUEENSBRIDGE DR,BURNABY,PDO,2017,1
49.220215,-122.964759,BALMORAL ST & SPERLING AVE,BURNABY,PDO,2017,1
49.208179,-123.023283,BANTING PL & MARINE DR,BURNABY,PDO,2017,1
49.241452,-123.005064,BARKER CRES & PINEWOOD CRES,BURNABY,PDO,2017,1
49.288707,-122.947419,BARNET HWY & INLET DR,BURNABY,PDO,2017,1
49.289762,-122.941024,BARNET HWY & KASK BROS & VELODROME & TURNING LANE,BURNABY,PDO,2017,1
49.289035,-122.925709,BARNET HWY & TAKEDA DR & PARK ACCESS ROAD,BURNABY,PDO,2017,1
49.259777,-122.90333,BEAVERBROOK CRES & CAPELLA DR,BURNABY,PDO,2017,1
49.255187,-122.90977,BEAVERBROOK CRES & EASTLAKE DR,BURNABY,PDO,2017,1
49.2543,-122.904259,BEAVERBROOK DR,BURNABY,PDO,2017,1
49.25363,-122.902323,BEAVERBROOK DR & CAMERON ST,BURNABY,PDO,2017,1
49.255098,-122.903787,BEAVERBROOK DR & NOEL DR,BURNABY,PDO,2017,1
49.252616,-122.904289,BELL AVE & SALISH CRT,BURNABY,PDO,2017,1
49.225166,-122.991591,BENNETT ST & MARLBOROUGH AVE,BURNABY,PDO,2017,1
49.217589,-122.97482,BERESFORD ST & CURRAGH AVE,BURNABY,PDO,2017,1
49.216909,-122.96574,BERESFORD ST & HAWTHORNE TERR,BURNABY,PDO,2017,1
49.216858,-122.963963,BERESFORD ST & MAGNOLIA TERR,BURNABY,PDO,2017,1
49.218392,-122.978944,BERESFORD ST & RUSSELL AVE,BURNABY,PDO,2017,1
49.226037,-123.005164,BERESFORD ST & SILVER AVE,BURNABY,PDO,2017,1
49.225212,-123.00338,BERESFORD ST & TELFORD AVE,BURNABY,PDO,2017,1
49.28008,-122.997489,BETA AVE & PENDER ST,BURNABY,PDO,2017,1
49.267406,-122.997625,BETA AVE & RIDGELAWN DR,BURNABY,PDO,2017,1
49.264636,-122.905744,BIRCH GROVE PL & FOREST GROVE DR,BURNABY,PDO,2017,1
49.235515,-123.0199,BOND ST & SMITH AVE,BURNABY,PDO,2017,1
49.23216,-122.999129,BOOTH AVE & GRAFTON ST,BURNABY,PDO,2017,1
49.230319,-122.999126,BOOTH AVE & GRANGE ST,BURNABY,PDO,2017,1
49.212801,-123.023453,BOUNDARY RD & CLINTON ST & UNNAMED LANE,BURNABY,PDO,2017,1
49.284744,-123.023452,BOUNDARY RD & DUNDAS ST & N BOUNDARY RD,BURNABY,PDO,2017,1
49.266627,-123.023572,BOUNDARY RD & E 4TH AVE,BURNABY,PDO,2017,1
49.204288,-123.023425,BOUNDARY RD & E KENT AVE N,BURNABY,PDO,2017,1
49.279337,-123.02352,BOUNDARY RD & FRANCES ST,BURNABY,PDO,2017,1
49.271201,-123.023561,BOUNDARY RD & GRANT ST,BURNABY,PDO,2017,1
49.202607,-123.022936,BOUNDARY RD & NORTH FRASER WAY,BURNABY,PDO,2017,1
49.282955,-123.02347,BOUNDARY RD & PANDORA ST,BURNABY,PDO,2017,1
49.240236,-123.02355,BOUNDARY RD & PRICE ST,BURNABY,PDO,2017,1
49.259109,-123.023633,BOUNDARY RD & REGENT ST,BURNABY,PDO,2017,1
49.213804,-123.02346,BOUNDARY RD & SOUTHWOOD ST,BURNABY,PDO,2017,1
49.283857,-123.023461,BOUNDARY RD & TRIUMPH ST,BURNABY,PDO,2017,1
49.279054,-123.023523,BOUNDARY RD & TURNER ST,BURNABY,PDO,2017,1
49.276652,-123.023409,BOUNDARY RD & VENABLES ST,BURNABY,PDO,2017,1
49.23776,-123.023496,BOUNDARY RD & WELLINGTON AVE,BURNABY,PDO,2017,1
49.270099,-122.999928,BRENTLAWN DR & FAIRLAWN DR,BURNABY,PDO,2017,1
49.266098,-122.992247,BRENTWOOD DR & DELTA AVE,BURNABY,PDO,2017,1
49.260893,-122.91456,BROADWAY & FOREST GROVE DR & PRODUCTION WAY & TURNING LANE,BURNABY,PDO,2017,1
49.26145,-122.96249,BROADWAY & KINGSFORD AVE,BURNABY,PDO,2017,1
49.261216,-122.948616,BROADWAY & PHILLIPS AVE,BURNABY,PDO,2017,1
49.267096,-122.975651,BUCHANAN ST & FELL AVE,BURNABY,PDO,2017,1
49.235005,-122.958558,BUCKINGHAM AVE & WHEATER CRT,BURNABY,PDO,2017,1
49.205709,-122.977504,BULLER AVE & GILLEY AVE,BURNABY,PDO,2017,1
49.211153,-122.977438,BULLER AVE & MCKEE ST,BURNABY,PDO,2017,1
49.236957,-123.015846,BURKE ST & INMAN AVE,BURNABY,PDO,2017,1
49.236941,-123.013502,BURKE ST & PATTERSON AVE,BURNABY,PDO,2017,1
49.236976,-123.019875,BURKE ST & SMITH AVE,BURNABY,PDO,2017,1
49.280374,-122.951191,BURNABY MOUNTAIN PKY & HASTINGS ST,BURNABY,PDO,2017,1
49.249854,-122.935295,BURNLAKE DR & PIPER AVE,BURNABY,PDO,2017,1
49.22587,-122.971956,BURNS ST & GILLEY AVE,BURNABY,PDO,2017,1
49.270323,-122.945219,BURNWOOD DR & GREYSTONE DR,BURNABY,PDO,2017,1
49.268653,-122.946339,BURNWOOD DR & HALIFAX ST & PHILLIPS AVE & WOODBROOK PL,BURNABY,PDO,2017,1
49.192393,-122.998958,BYRNE RD & FRASER PARK DR,BURNABY,PDO,2017,1
49.203982,-122.967401,BYRNEPARK DR & MARINE DR,BURNABY,PDO,2017,1
49.205726,-122.968398,BYRNEPARK DR & SOUTHRIDGE DR,BURNABY,PDO,2017,1
49.265229,-122.953385,CAMARILLO PL & DUTHIE AVE,BURNABY,PDO,2017,1
49.239086,-122.961774,CANADA WAY & CHISELHAMPTON ST,BURNABY,PDO,2017,1
49.232179,-122.950737,CANADA WAY & HAZELMERE ST,BURNABY,PDO,2017,1
49.24837,-122.979911,CANADA WAY & KINCAID ST,BURNABY,PDO,2017,1
49.230525,-122.948767,CANADA WAY & MORLEY DR,BURNABY,PDO,2017,1
49.23424,-122.953078,CANADA WAY & PITT ST,BURNABY,PDO,2017,1
49.238639,-122.960117,CANADA WAY & RUGBY ST,BURNABY,PDO,2017,1
49.232559,-122.951172,CANADA WAY & STANLEY CRES,BURNABY,PDO,2017,1
49.232818,-122.951471,CANADA WAY & STANLEY ST,BURNABY,PDO,2017,1
49.227467,-122.945116,CANADA WAY & ULSTER ST,BURNABY,PDO,2017,1
49.284027,-122.979468,CAPITOL DR & SEA AVE,BURNABY,PDO,2017,1
49.280886,-122.987853,CAPITOL DR & SPRINGER AVE,BURNABY,PDO,2017,1
49.24811,-122.901973,CARDSTON CRT & CARRIGAN CRT & SANDLEWOOD CRES,BURNABY,PDO,2017,1
49.247512,-122.998397,CAREY AVE & UNNAMED LANE,BURNABY,PDO,2017,1
49.246574,-122.998257,CAREY AVE & WAYBURNE DR & UNNAMED LANE,BURNABY,PDO,2017,1
49.245009,-122.910868,CARIBOO RD & TRANS-CANADA HWY,BURNABY,PDO,2017,1
49.236132,-122.905086,CARIBOO RD & WILBERFORCE ST,BURNABY,PDO,2017,1
49.256936,-122.909717,CARINA PL & CENTAURUS DR & MIRA PL,BURNABY,PDO,2017,1
49.272041,-123.012083,CARLETON AVE & KITCHENER ST,BURNABY,PDO,2017,1
49.280136,-123.011442,CARLETON AVE & PENDER ST,BURNABY,PDO,2017,1
49.283766,-123.011352,CARLETON AVE & TRIUMPH ST,BURNABY,PDO,2017,1
49.276951,-122.970068,CARNEGIE ST & KENSINGTON AVE,BURNABY,PDO,2017,1
49.241042,-123.003383,CEDARWOOD CRT & WILLINGDON AVE,BURNABY,PDO,2017,1
49.241808,-122.977258,CEDARWOOD ST & GILPIN ST,BURNABY,PDO,2017,1
49.257472,-122.908329,CENTAURUS CIR & CENTAURUS DR,BURNABY,PDO,2017,1
49.225973,-123.003757,CENTRAL BLVD & METROTOWN STATION LOOP,BURNABY,PDO,2017,1
49.229664,-123.012131,CENTRAL BLVD & OLIVE AVE,BURNABY,PDO,2017,1
49.272535,-122.964613,CHARLES ST & SPERLING AVE,BURNABY,PDO,2017,1
49.27908,-122.963465,CLARE AVE & FRANCES ST,BURNABY,PDO,2017,1
49.258977,-122.893006,CLARKE RD & COTTONWOOD AVE & NORTH RD,BURNABY,PDO,2017,1
49.240767,-122.964669,CLAUDE AVE & SPERLING AVE,BURNABY,PDO,2017,1
49.240686,-122.960629,CLAUDE AVE & WILTON AVE,BURNABY,PDO,2017,1
49.282765,-122.958647,CLIFF AVE & RIDGE DR,BURNABY,PDO,2017,1
49.2129,-122.971931,CLINTON ST & GILLEY AVE,BURNABY,PDO,2017,1
49.235714,-122.895633,CRAIG AVE & GARFIELD ST & HOLMES ST,BURNABY,PDO,2017,1
49.232242,-122.906666,CREST DR & LANGLEY ST,BURNABY,PDO,2017,1
49.275198,-122.965836,CURTIS ST & GROVE AVE,BURNABY,PDO,2017,1
49.275482,-122.980983,CURTIS ST & HOLDOM AVE & PARKER ST,BURNABY,PDO,2017,1
49.280332,-122.949513,DALLA-TINA AVE & HASTINGS ST,BURNABY,PDO,2017,1
49.26391,-122.96586,DAUPHIN PL & HUMMEL ST,BURNABY,PDO,2017,1
49.263779,-122.989394,DAWSON ST & DOUGLAS RD,BURNABY,PDO,2017,1
49.264465,-123.012362,DAWSON ST & TOTEM CRT,BURNABY,PDO,2017,1
49.233944,-122.964905,DEER LAKE DR & SPERLING AVE,BURNABY,PDO,2017,1
