Latitude,Longitude,Location,Municipality,Crash Type,Year,Crash Count
49.282552,-122.980904,HOLDOM AVE & PANDORA ST,BURNABY,Casualty,2019,1
49.282868,-123.011385,CARLETON AVE & PANDORA ST,BURNABY,Casualty,2019,1
49.284355,-122.982202,DUNDAS ST & ELLESMERE AVE & N ELLESMERE AVE,BURNABY,Casualty,2019,1
49.284724,-123.018571,DUNDAS ST & INGLETON AVE & N INGLETON AVE,BURNABY,Casualty,2019,1
49.276287,-122.930794,GAGLARDI WAY & UNIVERSITY DR,BURNABY,PDO,2021,2
49.276499,-123.005984,ROSSER AVE & VENABLES ST,BURNABY,PDO,2021,1
49.277395,-123.005966,ROSSER AVE & UNION ST,BURNABY,PDO,2021,1
49.277755,-122.909082,TOWER RD & UNIVERSITY HIGH ST,BURNABY,PDO,2021,2
49.278269,-123.00318,GEORGIA ST & WILLINGDON AVE,BURNABY,PDO,2021,3
49.279199,-123.003176,FRANCES ST & WILLINGDON AVE,BURNABY,PDO,2021,1
49.280065,-122.994706,GAMMA AVE & PENDER ST,BURNABY,PDO,2021,1
49.280098,-123.003157,PENDER ST & WILLINGDON AVE,BURNABY,PDO,2021,5
49.280117,-123.008663,MADISON AVE & PENDER ST,BURNABY,PDO,2021,1
49.280136,-123.011442,CARLETON AVE & PENDER ST,BURNABY,PDO,2021,1
49.280171,-123.01628,MACDONALD AVE & PENDER ST,BURNABY,PDO,2021,1
49.28022,-122.990386,CAPITOL DR & HASTINGS ST & HYTHE AVE,BURNABY,PDO,2021,4
49.280231,-123.023511,BOUNDARY RD & E PENDER ST & PENDER ST,BURNABY,PDO,2021,3
49.280237,-122.961415,ELLERSLIE AVE & HASTINGS ST,BURNABY,PDO,2021,2
49.280334,-122.982295,ELLESMERE AVE & HASTINGS ST,BURNABY,PDO,2021,3
49.280372,-122.953392,DUTHIE AVE & HASTINGS ST,BURNABY,PDO,2021,6
49.280429,-122.98387,EMPIRE DR & HASTINGS ST & HOWARD AVE & TURNING LANE,BURNABY,PDO,2021,3
49.281005,-123.000246,ALPHA AVE & HASTINGS ST,BURNABY,PDO,2021,6
49.281027,-123.005889,HASTINGS ST & ROSSER AVE,BURNABY,PDO,2021,14
49.281047,-123.014159,GILMORE AVE & HASTINGS ST,BURNABY,PDO,2021,40
49.281081,-123.018624,HASTINGS ST & INGLETON AVE,BURNABY,PDO,2021,8
49.281113,-123.020983,ESMOND AVE & HASTINGS ST,BURNABY,PDO,2021,5
49.281139,-123.023506,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,BURNABY,PDO,2021,24
49.281283,-122.927342,UNIVERSITY DR & W CAMPUS RD,BURNABY,PDO,2021,2
49.281868,-122.992077,ALBERT ST & DELTA AVE,BURNABY,PDO,2021,1
49.282018,-123.020969,ALBERT ST & ESMOND AVE,BURNABY,PDO,2021,1
49.282564,-122.975374,FELL AVE & PANDORA ST,BURNABY,PDO,2021,1
49.282854,-123.00863,MADISON AVE & PANDORA ST,BURNABY,PDO,2021,1
49.282919,-123.018591,INGLETON AVE & PANDORA ST,BURNABY,PDO,2021,1
49.284303,-122.979457,DUNDAS ST & N SEA AVE & SEA AVE,BURNABY,PDO,2021,1
49.284355,-122.982202,DUNDAS ST & ELLESMERE AVE & N ELLESMERE AVE,BURNABY,PDO,2021,2
49.284625,-123.003054,DUNDAS ST & N WILLINGDON AVE & WILLINGDON AVE,BURNABY,PDO,2021,1
49.284946,-122.957171,SIERRA DR,BURNABY,Casualty,2017,1
49.28785,-122.914582,BARNET HWY & CARIBOO RD N & TURNING LANE,BURNABY,PDO,2021,2
49.277203,-122.919167,S CAMPUS RD & SCIENCE RD,BURNABY,PDO,2019,1
49.277395,-123.005966,ROSSER AVE & UNION ST,BURNABY,PDO,2019,1
49.277902,-122.920949,GAGLARDI WAY & S CAMPUS RD,BURNABY,PDO,2019,1
49.279086,-122.964662,FRANCES ST & SPERLING AVE,BURNABY,PDO,2019,1
49.279122,-122.983715,FRANCES ST & HOWARD AVE,BURNABY,PDO,2019,1
49.280136,-123.011442,CARLETON AVE & PENDER ST,BURNABY,PDO,2019,1
49.28022,-122.990386,CAPITOL DR & HASTINGS ST & HYTHE AVE,BURNABY,PDO,2019,4
49.280265,-122.962452,DUNCAN AVE & HASTINGS ST,BURNABY,PDO,2019,1
49.280335,-122.980945,HASTINGS ST & HOLDOM AVE,BURNABY,PDO,2019,16
49.280336,-122.976877,HASTINGS ST & STRATFORD AVE,BURNABY,PDO,2019,3
49.280344,-122.963488,CLARE AVE & HASTINGS ST,BURNABY,PDO,2019,2
49.280984,-122.997474,BETA AVE & HASTINGS ST,BURNABY,PDO,2019,10
49.281015,-123.003121,HASTINGS ST & WILLINGDON AVE,BURNABY,PDO,2019,32
49.281027,-123.005889,HASTINGS ST & ROSSER AVE,BURNABY,PDO,2019,12
49.281031,-123.008669,HASTINGS ST & MADISON AVE,BURNABY,PDO,2019,9
49.281047,-123.014159,GILMORE AVE & HASTINGS ST,BURNABY,PDO,2019,15
49.281139,-123.023506,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,BURNABY,PDO,2019,34
49.281283,-122.927342,UNIVERSITY DR & W CAMPUS RD,BURNABY,PDO,2019,1
49.281981,-123.014171,ALBERT ST & GILMORE AVE,BURNABY,PDO,2019,2
49.282018,-123.020969,ALBERT ST & ESMOND AVE,BURNABY,PDO,2019,2
49.28242,-122.954454,BARNET RD & PANDORA ST,BURNABY,PDO,2019,1
49.28256,-122.982243,ELLESMERE AVE & PANDORA ST,BURNABY,PDO,2019,1
49.283375,-122.955899,INLET DR & RIDGE DR & TURNING LANE,BURNABY,PDO,2019,1
49.284456,-122.987698,DUNDAS ST & N SPRINGER AVE & SPRINGER AVE,BURNABY,PDO,2019,1
49.284717,-123.016187,DUNDAS ST & MACDONALD AVE & N MACDONALD AVE,BURNABY,PDO,2019,1
49.286634,-123.023416,CAMBRIDGE ST & N BOUNDARY RD,BURNABY,PDO,2019,1
49.289035,-122.925709,BARNET HWY & TAKEDA DR & PARK ACCESS ROAD,BURNABY,PDO,2019,2
49.267982,-122.964585,HALIFAX ST & SPERLING AVE,BURNABY,PDO,2017,2
49.268002,-122.987927,HALIFAX ST & SPRINGER AVE,BURNABY,PDO,2017,1
49.268043,-123.003137,HALIFAX ST & HALIFAX WAY & WILLINGDON AVE,BURNABY,PDO,2017,15
49.26846,-123.023565,2ND AVE & BOUNDARY RD & E 2ND AVE,BURNABY,PDO,2017,5
49.269337,-123.01329,CARLETON AVE & DOUGLAS RD,BURNABY,PDO,2017,1
49.269844,-122.94058,GREYSTONE DR & PINEHURST DR,BURNABY,PDO,2017,1
49.270289,-123.023569,BOUNDARY RD & GRAVELEY ST,BURNABY,PDO,2017,5
49.271191,-123.018696,GRANT ST & INGLETON AVE,BURNABY,PDO,2017,1
49.271582,-122.956265,KITCHENER ST & SHERLOCK AVE,BURNABY,PDO,2017,1
49.271588,-122.970096,KENSINGTON AVE & KITCHENER ST,BURNABY,PDO,2017,1
49.272081,-123.016431,DOUGLAS RD & KITCHENER ST,BURNABY,PDO,2017,2
49.273648,-122.925652,BURNABY MOUNTAIN PKY & BURNABY MOUNTAIN PKY OFFRAMP & GAGLARDI WAY & GAGLARDI WAY OFFRAMP & UNIVERSITY DR & UNIVERSITY DR OFFRAMP,BURNABY,PDO,2017,17
49.273753,-123.003197,WILLIAM ST & WILLINGDON AVE,BURNABY,PDO,2017,1
49.273812,-123.00876,MADISON AVE & WILLIAM ST,BURNABY,PDO,2017,1
49.27388,-123.014249,GILMORE AVE & WILLIAM ST,BURNABY,PDO,2017,1
49.273913,-123.018388,DOUGLAS RD & WILLIAM ST,BURNABY,PDO,2017,1
49.274011,-123.023539,BOUNDARY RD & WILLIAM ST,BURNABY,PDO,2017,1
49.274575,-122.907072,TOWER RD & UNIVERSITY DR,BURNABY,PDO,2017,4
49.275208,-122.95345,CURTIS ST & DUTHIE AVE,BURNABY,PDO,2017,3
49.275569,-123.000319,ALPHA AVE & PARKER ST,BURNABY,PDO,2017,5
49.275636,-123.01153,CARLETON AVE & PARKER ST,BURNABY,PDO,2017,2
49.275716,-123.021037,ESMOND AVE & PARKER ST,BURNABY,PDO,2017,4
49.275736,-123.021936,DOUGLAS RD & PARKER ST & TURNING LANE,BURNABY,PDO,2017,3
49.2763,-122.904486,UNIVERSITY DR & UNIVERSITY HIGH ST,BURNABY,PDO,2017,2
49.215438,-122.93419,10TH AVE & TENTH AVE & TENTH ST,BURNABY,Casualty,2017,1
49.204794,-122.953829,10TH AVE & TENTH AVE & TWENTY-FIRST ST,BURNABY,Casualty,2017,1
49.227958,-122.912984,11TH AVE & CUMBERLAND ST,BURNABY,Casualty,2017,1
49.222047,-122.926674,12TH AVE & 4TH ST,BURNABY,Casualty,2017,1
49.224601,-122.924329,13TH AVE & 2ND ST,BURNABY,Casualty,2017,1
49.219136,-122.934451,13TH AVE & CANADA WAY,BURNABY,Casualty,2017,1
49.214294,-122.946849,14TH AVE & 15TH ST,BURNABY,Casualty,2017,1
49.211476,-122.95243,14TH AVE & 18TH ST,BURNABY,Casualty,2017,1
49.230632,-122.916255,14TH AVE & CUMBERLAND ST,BURNABY,Casualty,2017,1
49.209801,-122.953734,14TH AVE & GRIFFITHS DR,BURNABY,Casualty,2017,1
49.218002,-122.940095,14TH AVE & MARY AVE,BURNABY,Casualty,2017,1
49.231186,-122.916977,15TH AVE & CUMBERLAND ST,BURNABY,Casualty,2017,1
49.236307,-122.910872,16TH AVE & CASCADE ST,BURNABY,Casualty,2017,1
49.23248,-122.916815,16TH AVE & ENDERSBY ST,BURNABY,Casualty,2017,1
49.215391,-122.951562,16TH ST & 17TH AVE,BURNABY,Casualty,2017,1
49.214213,-122.950078,16TH ST & STRIDE AVE,BURNABY,Casualty,2017,1
49.213514,-122.954883,17TH AVE & 18TH ST,BURNABY,Casualty,2017,1
49.212458,-122.956915,17TH AVE & GRIFFITHS DR,BURNABY,Casualty,2017,1
49.225112,-122.935346,18TH AVE & 6TH ST,BURNABY,Casualty,2017,1
49.212564,-122.958661,18TH AVE & EDMONDS STATION LOOP,BURNABY,Casualty,2017,1
49.21968,-122.945417,18TH AVE & HUMPHRIES AVE,BURNABY,Casualty,2017,1
49.229158,-122.93011,19TH AVE & 2ND ST,BURNABY,Casualty,2017,1
49.269363,-123.016333,1ST AVE & MACDONALD AVE,BURNABY,Casualty,2017,1
49.227835,-122.933985,4TH ST & EDMONDS ST,BURNABY,Casualty,2017,1
49.224701,-122.930044,4TH ST & GRAHAM AVE,BURNABY,Casualty,2017,1
49.229731,-122.941621,6TH ST & GOODLAD ST,BURNABY,Casualty,2017,1
49.224252,-122.948338,ACACIA AVE & ELWELL ST,BURNABY,Casualty,2017,1
49.216992,-122.955715,ACORN AVE & BERESFORD ST,BURNABY,Casualty,2017,1
49.277492,-123.023519,ADANAC ST & BOUNDARY RD & UNION ST & TURNING LANE,BURNABY,Casualty,2017,1
49.281874,-122.997448,ALBERT ST & BETA AVE,BURNABY,Casualty,2017,1
49.281939,-123.008652,ALBERT ST & MADISON AVE,BURNABY,Casualty,2017,1
49.281923,-123.005866,ALBERT ST & ROSSER AVE,BURNABY,Casualty,2017,1
49.278277,-123.000299,ALPHA AVE & GEORGIA ST,BURNABY,Casualty,2017,1
49.276466,-123.000313,ALPHA AVE & VENABLES ST,BURNABY,Casualty,2017,1
49.221918,-122.98495,ANTRIM AVE & IMPERIAL ST,BURNABY,Casualty,2017,1
49.218495,-122.985041,ANTRIM AVE & VICTORY ST,BURNABY,Casualty,2017,1
49.217484,-123.023459,ARBOR ST & BOUNDARY RD,BURNABY,Casualty,2017,1
49.218363,-122.972055,ARBROATH ST & GILLEY AVE,BURNABY,Casualty,2017,1
49.219304,-122.954895,ARCOLA ST & ARCOLA WAY & HALL AVE,BURNABY,Casualty,2017,1
49.219331,-122.964765,ARCOLA ST & SPERLING AVE,BURNABY,Casualty,2017,1
49.234204,-122.906839,ARMSTRONG AVE & CASCADE ST,BURNABY,Casualty,2017,1
49.264781,-122.903051,ASH GROVE CRES & FOREST GROVE DR,BURNABY,Casualty,2017,1
49.267968,-122.950803,AUGUSTA AVE & HALIFAX ST,BURNABY,Casualty,2017,1
49.25241,-123.023512,AVONDALE ST & BOUNDARY RD,BURNABY,Casualty,2017,1
49.252398,-123.019801,AVONDALE ST & SMITH AVE,BURNABY,Casualty,2017,1
49.259758,-122.955942,BAINBRIDGE AVE & QUEENSBRIDGE DR,BURNABY,Casualty,2017,1
49.220208,-122.957542,BALMORAL ST & SALISBURY AVE,BURNABY,Casualty,2017,1
49.220215,-122.964759,BALMORAL ST & SPERLING AVE,BURNABY,Casualty,2017,1
49.235492,-123.011092,BARKER AVE & BOND ST,BURNABY,Casualty,2017,1
49.242956,-123.011133,BARKER AVE & MOSCROP ST,BURNABY,Casualty,2017,1
49.24295,-123.00498,BARKER CRES & MOSCROP ST,BURNABY,Casualty,2017,1
49.290195,-122.931816,BARNET HWY & TEXACO DR,BURNABY,Casualty,2017,1
49.280397,-122.956702,BARNET RD & HASTINGS ST,BURNABY,Casualty,2017,1
49.252616,-122.904289,BELL AVE & SALISH CRT,BURNABY,Casualty,2017,1
49.239872,-123.019836,BELLEVILLE AVE & PRICE ST & SMITH AVE,BURNABY,Casualty,2017,1
49.267191,-122.989,BELLWOOD AVE & RIDGELAWN DR,BURNABY,Casualty,2017,1
49.225166,-122.991591,BENNETT ST & MARLBOROUGH AVE,BURNABY,Casualty,2017,1
49.218057,-122.977537,BERESFORD ST & BULLER AVE,BURNABY,Casualty,2017,1
49.217526,-122.977572,BERESFORD ST & BULLER AVE & PRENTER ST,BURNABY,Casualty,2017,1
49.218078,-122.979427,BERESFORD ST & DAISY AVE,BURNABY,Casualty,2017,1
49.223968,-123.000662,BERESFORD ST & DOW AVE,BURNABY,Casualty,2017,1
49.217179,-122.960933,BERESFORD ST & GRIFFITHS DR,BURNABY,Casualty,2017,1
49.219131,-122.98293,BERESFORD ST & MACPHERSON AVE,BURNABY,Casualty,2017,1
49.230106,-122.948262,BERKLEY ST & CANADA WAY,BURNABY,Casualty,2017,1
49.28008,-122.997489,BETA AVE & PENDER ST,BURNABY,Casualty,2017,1
49.255956,-122.998031,BETA AVE & WILLINGDON GREEN,BURNABY,Casualty,2017,1
49.27312,-123.023505,BOUNDARY RD & CHARLES ST,BURNABY,Casualty,2017,1
49.284744,-123.023452,BOUNDARY RD & DUNDAS ST & N BOUNDARY RD,BURNABY,Casualty,2017,1
49.247912,-123.023676,BOUNDARY RD & E 25TH AVE & FOREST ST,BURNABY,Casualty,2017,1
49.278358,-123.023528,BOUNDARY RD & E GEORGIA ST & GEORGIA ST,BURNABY,Casualty,2017,1
49.261543,-123.023613,BOUNDARY RD & MYRTLE ST,BURNABY,Casualty,2017,1
49.249735,-123.023526,BOUNDARY RD & SUNSET ST,BURNABY,Casualty,2017,1
49.283857,-123.023461,BOUNDARY RD & TRIUMPH ST,BURNABY,Casualty,2017,1
49.224638,-123.023484,BOUNDARY RD & UNNAMED LANE,BURNABY,Casualty,2017,1
49.242057,-123.023571,BOUNDARY RD & WARREN ST,BURNABY,Casualty,2017,1
49.267188,-122.987386,BRAELAWN DR & RIDGELAWN DR & SPRINGER AVE,BURNABY,Casualty,2017,1
49.238783,-123.019844,BRANDON ST & SMITH AVE,BURNABY,Casualty,2017,1
49.269117,-122.953528,BRIDLEWOOD CRT & DUTHIE AVE,BURNABY,Casualty,2017,1
49.218234,-122.949873,BRITTON ST & KINGSWAY,BURNABY,Casualty,2017,1
49.261997,-122.95914,BROADWAY & CLIFF AVE,BURNABY,Casualty,2017,1
49.261052,-122.953439,BROADWAY & DUTHIE AVE,BURNABY,Casualty,2017,1
49.264491,-122.976745,BROADWAY & FELL AVE,BURNABY,Casualty,2017,1
49.26145,-122.96249,BROADWAY & KINGSFORD AVE,BURNABY,Casualty,2017,1
49.266221,-122.986684,BROADWAY & SPRINGER AVE,BURNABY,Casualty,2017,1
49.267096,-122.975651,BUCHANAN ST & FELL AVE,BURNABY,Casualty,2017,1
49.267062,-122.981156,BUCHANAN ST & HOLDOM AVE,BURNABY,Casualty,2017,1
49.215638,-122.977523,BULLER AVE & IRMIN ST,BURNABY,Casualty,2017,1
49.274663,-122.938334,BURNABY MOUNTAIN PKY & CENTENNIAL WAY,BURNABY,Casualty,2017,1
49.280374,-122.951191,BURNABY MOUNTAIN PKY & HASTINGS ST,BURNABY,Casualty,2017,1
49.250833,-122.924094,BURNLAKE DR & GOVERNMENT RD,BURNABY,Casualty,2017,1
49.23058,-122.963315,BURRIS ST & LEIBLY AVE,BURNABY,Casualty,2017,1
49.229879,-122.96453,BURRIS ST & OAKLAND ST & WALKER AVE,BURNABY,Casualty,2017,1
49.234416,-122.994219,BUXTON ST & NELSON AVE,BURNABY,Casualty,2017,1
49.203982,-122.967401,BYRNEPARK DR & MARINE DR,BURNABY,Casualty,2017,1
49.286525,-123.014058,CAMBRIDGE ST & N GILMORE AVE,BURNABY,Casualty,2017,1
49.239086,-122.961774,CANADA WAY & CHISELHAMPTON ST,BURNABY,Casualty,2017,1
49.252739,-122.989028,CANADA WAY & FULWELL ST,BURNABY,Casualty,2017,1
49.228548,-122.946401,CANADA WAY & MAYFIELD ST,BURNABY,Casualty,2017,1
49.230777,-122.949062,CANADA WAY & MORLEY ST,BURNABY,Casualty,2017,1
49.28022,-122.990386,CAPITOL DR & HASTINGS ST & HYTHE AVE,BURNABY,Casualty,2017,1
49.249394,-122.914355,CARIBOO PL & CARIBOO RD,BURNABY,Casualty,2017,1
49.245009,-122.910868,CARIBOO RD & TRANS-CANADA HWY,BURNABY,Casualty,2017,1
49.275636,-123.01153,CARLETON AVE & PARKER ST,BURNABY,Casualty,2017,1
49.210804,-123.012393,CARSON ST & PATTERSON AVE,BURNABY,Casualty,2017,1
49.209413,-122.988458,CARSON ST & ROYAL OAK AVE,BURNABY,Casualty,2017,1
49.241042,-123.003383,CEDARWOOD CRT & WILLINGDON AVE,BURNABY,Casualty,2017,1
49.221944,-122.997217,CENTRAL BLVD & IMPERIAL ST & WAVERLEY AVE & TURNING LANE,BURNABY,Casualty,2017,1
49.229902,-123.012644,CENTRAL BLVD & PATTERSON AVE,BURNABY,Casualty,2017,1
49.272504,-122.970093,CHARLES ST & KENSINGTON AVE,BURNABY,Casualty,2017,1
49.280344,-122.963488,CLARE AVE & HASTINGS ST,BURNABY,Casualty,2017,1
49.258977,-122.893006,CLARKE RD & COTTONWOOD AVE & NORTH RD,BURNABY,Casualty,2017,1
49.212961,-122.993907,CLINTON ST & NELSON AVE,BURNABY,Casualty,2017,1
49.255446,-122.917764,COMMERCE CRT & PRODUCTION WAY & THUNDERBIRD CRES,BURNABY,Casualty,2017,1
49.235714,-122.895633,CRAIG AVE & GARFIELD ST & HOLMES ST,BURNABY,Casualty,2017,1
49.253593,-123.015152,CURLE AVE & KALYK AVE,BURNABY,Casualty,2017,1
49.275204,-122.952173,CURTIS ST & YORSTON CRT,BURNABY,Casualty,2017,1
49.267998,-122.992193,DELTA AVE & HALIFAX ST,BURNABY,Casualty,2017,1
49.280153,-122.992214,DELTA AVE & HASTINGS ST,BURNABY,Casualty,2017,1
49.229602,-122.98407,DENBIGH AVE & OAKLAND ST,BURNABY,Casualty,2017,1
49.256309,-123.013931,DOMINION ST & GILMORE AVE,BURNABY,Casualty,2017,1
49.256326,-123.011716,DOMINION ST & GILMORE AVE DIVERS,BURNABY,Casualty,2017,1
49.255156,-122.982113,DOUGLAS RD & NORFOLK ST,BURNABY,Casualty,2017,1
49.273913,-123.018388,DOUGLAS RD & WILLIAM ST,BURNABY,Casualty,2017,1
49.229108,-122.980769,DUFFERIN AVE & OAKLAND ST,BURNABY,Casualty,2017,1
49.22193,-122.9928,DUNBLANE AVE & IMPERIAL ST,BURNABY,Casualty,2017,1
49.280265,-122.962452,DUNCAN AVE & HASTINGS ST,BURNABY,Casualty,2017,1
49.284469,-122.989085,DUNDAS ST & GLYNDE AVE & N GLYNDE AVE,BURNABY,Casualty,2017,1
49.284504,-122.990451,DUNDAS ST & HYTHE AVE & N HYTHE AVE,BURNABY,Casualty,2017,1
49.26796,-122.953384,DUTHIE AVE & HALIFAX ST,BURNABY,Casualty,2017,1
49.276328,-122.953442,DUTHIE AVE & HEWITT ST,BURNABY,Casualty,2017,1
49.271585,-122.953496,DUTHIE AVE & KITCHENER ST,BURNABY,Casualty,2017,1
49.257648,-122.912116,EASTLAKE DR & GAGLARDI WAY,BURNABY,Casualty,2017,1
49.25777,-122.916821,EASTLAKE DR & PRODUCTION WAY,BURNABY,Casualty,2017,1
49.219872,-122.948896,EDMONDS ST & FULTON AVE,BURNABY,Casualty,2017,1
49.219812,-122.949008,EDMONDS ST & FULTON AVE & NOBLE LANE,BURNABY,Casualty,2017,1
49.222913,-122.943226,EDMONDS ST & NEW VISTA PL,BURNABY,Casualty,2017,1
49.243872,-122.989047,EGLINTON ST & ROYAL OAK AVE,BURNABY,Casualty,2017,1
49.226129,-122.982414,ELGIN AVE & IRVING ST,BURNABY,Casualty,2017,1
49.23624,-123.003369,ELLERTON CRT & WILLINGDON AVE,BURNABY,Casualty,2017,1
49.222343,-122.951868,ELWELL ST & FULTON AVE,BURNABY,Casualty,2017,1
49.224983,-122.946958,ELWELL ST & HERSHAM AVE,BURNABY,Casualty,2017,1
49.223382,-122.949931,ELWELL ST & HUMPHRIES AVE,BURNABY,Casualty,2017,1
49.278438,-123.021043,ESMOND AVE & GEORGIA ST,BURNABY,Casualty,2017,1
49.275716,-123.021037,ESMOND AVE & PARKER ST,BURNABY,Casualty,2017,1
49.283826,-123.020953,ESMOND AVE & TRIUMPH ST,BURNABY,Casualty,2017,1
49.21591,-122.941683,ETHEL AVE & KINGSWAY,BURNABY,Casualty,2017,1
49.287604,-123.023403,ETON ST & N BOUNDARY RD,BURNABY,Casualty,2017,1
49.2596,-122.937835,EXPRESS ST & LAKE CITY WAY,BURNABY,Casualty,2017,1
49.279155,-122.975559,FELL AVE & FRANCES ST,BURNABY,Casualty,2017,1
49.245225,-123.019801,FIR ST & SMITH AVE,BURNABY,Casualty,2017,1
49.264108,-122.915554,FOREST GROVE DR & MAPLE GROVE CRES,BURNABY,Casualty,2017,1
49.264633,-122.927541,FOREST GROVE DR & UNDERHILL AVE,BURNABY,Casualty,2017,1
49.279266,-123.014212,FRANCES ST & GILMORE AVE,BURNABY,Casualty,2017,1
49.279135,-122.987806,FRANCES ST & SPRINGER AVE,BURNABY,Casualty,2017,1
49.279199,-123.003176,FRANCES ST & WILLINGDON AVE,BURNABY,Casualty,2017,1
49.201305,-123.018197,FRASERWOOD CRT & NORTH FRASER WAY,BURNABY,Casualty,2017,1
49.277902,-122.920949,GAGLARDI WAY & S CAMPUS RD,BURNABY,Casualty,2017,1
49.278202,-122.98096,GEORGIA ST & HOLDOM AVE,BURNABY,Casualty,2017,1
49.268075,-123.014287,GILMORE AVE & HALIFAX ST,BURNABY,Casualty,2017,1
49.255404,-123.013937,GILMORE AVE & NORFOLK ST,BURNABY,Casualty,2017,1
49.282899,-123.014164,GILMORE AVE & PANDORA ST,BURNABY,Casualty,2017,1
49.283774,-123.014158,GILMORE AVE & TRIUMPH ST,BURNABY,Casualty,2017,1
49.260011,-123.013439,GILMORE AVE DIVERS & MYRTLE ST,BURNABY,Casualty,2017,1
49.257949,-123.012037,GILMORE AVE DIVERSION & TRANS-CANADA HWY,BURNABY,Casualty,2017,1
49.241284,-123.015827,GILPIN ST & INMAN AVE,BURNABY,Casualty,2017,1
49.241756,-123.00338,GILPIN ST & WILLINGDON AVE,BURNABY,Casualty,2017,1
49.251759,-122.978165,GODWIN AVE & HARDWICK ST,BURNABY,Casualty,2017,1
49.24812,-122.906814,GOVERNMENT ST & HALSTON CRT,BURNABY,Casualty,2017,1
49.232144,-123.00198,GRAFTON ST & PIONEER AVE,BURNABY,Casualty,2017,1
49.232137,-123.003277,GRAFTON ST & WILLINGDON AVE,BURNABY,Casualty,2017,1
49.257736,-123.015842,GRANDVIEW HWY HOV OFFRAMP & TRANS-CANADA HWY,BURNABY,Casualty,2017,1
49.232352,-123.006754,GRANGE ST & WILSON AVE,BURNABY,Casualty,2017,1
49.270207,-123.008766,GRAVELEY ST & MADISON AVE,BURNABY,Casualty,2017,1
49.214831,-122.999425,GRAY AVE & RUMBLE ST,BURNABY,Casualty,2017,1
49.206771,-123.017895,GREENALL AVE & KEITH ST,BURNABY,Casualty,2017,1
49.256282,-122.962242,GREENWOOD ST & WINSTON ST,BURNABY,Casualty,2017,1
49.22413,-122.991583,GRIMMER ST & MARLBOROUGH AVE,BURNABY,Casualty,2017,1
49.280358,-122.965824,GROVE AVE & HASTINGS ST,BURNABY,Casualty,2017,1
49.267983,-122.970104,HALIFAX ST & KENSINGTON AVE,BURNABY,Casualty,2017,1
49.267982,-122.964585,HALIFAX ST & SPERLING AVE,BURNABY,Casualty,2017,1
49.242952,-123.009764,HALLEY AVE & MOSCROP ST,BURNABY,Casualty,2017,1
49.222981,-122.956003,HALLIGAN ST & WALKER AVE,BURNABY,Casualty,2017,1
49.277818,-122.970057,HAMMARSKJOLD DR & KENSINGTON AVE & UNION ST,BURNABY,Casualty,2017,1
49.230228,-123.001835,HAZEL ST & MCKAY AVE,BURNABY,Casualty,2017,1
49.272952,-122.983745,HOWARD AVE & MEADEDALE DR,BURNABY,Casualty,2017,1
49.282613,-122.990517,HYTHE AVE & PANDORA ST,BURNABY,Casualty,2017,1
49.221947,-122.995826,IMPERIAL ST & JUBILEE AVE,BURNABY,Casualty,2017,1
49.225321,-122.95461,IMPERIAL ST & MALVERN AVE,BURNABY,Casualty,2017,1
49.221929,-122.991562,IMPERIAL ST & MARLBOROUGH AVE,BURNABY,Casualty,2017,1
49.223764,-122.95756,IMPERIAL ST & SALISBURY AVE,BURNABY,Casualty,2017,1
49.22192,-122.981641,IMPERIAL ST & SELLERS AVE,BURNABY,Casualty,2017,1
49.221943,-122.997638,IMPERIAL ST & WAVERLEY AVE,BURNABY,Casualty,2017,1
49.248821,-123.017437,INGLETON AVE & KINCAID ST,BURNABY,Casualty,2017,1
49.283375,-122.955899,INLET DR & RIDGE DR & TURNING LANE,BURNABY,Casualty,2017,1
49.215618,-122.982762,IRMIN ST & MACPHERSON AVE,BURNABY,Casualty,2017,1
49.215657,-122.993948,IRMIN ST & NELSON AVE,BURNABY,Casualty,2017,1
49.215718,-123.012372,IRMIN ST & PATTERSON AVE,BURNABY,Casualty,2017,1
49.23479,-123.017029,JERSEY AVE & THURSTON ST,BURNABY,Casualty,2017,1
49.218445,-122.99586,JUBILEE AVE & VICTORY ST,BURNABY,Casualty,2017,1
49.230692,-123.006275,KATHLEEN AVE & KINGSWAY,BURNABY,Casualty,2017,1
49.271588,-122.970096,KENSINGTON AVE & KITCHENER ST,BURNABY,Casualty,2017,1
49.274307,-122.970087,KENSINGTON AVE & NAPIER ST,BURNABY,Casualty,2017,1
49.248001,-122.966595,KENSINGTON AVE & THOMAS ST,BURNABY,Casualty,2017,1
49.248805,-123.015264,KINCAID ST & MACDONALD AVE,BURNABY,Casualty,2017,1
49.248458,-122.989046,KINCAID ST & ROYAL OAK AVE,BURNABY,Casualty,2017,1
49.228866,-123.000776,KINGSWAY & STATION ST,BURNABY,Casualty,2017,1
49.217134,-122.944644,KINGSWAY & STRIDE AVE,BURNABY,Casualty,2017,1
49.222491,-122.983076,LANE ST & MACPHERSON AVE,BURNABY,Casualty,2017,1
49.257138,-122.948675,LOUGHEED HWY & PHILLIPS AVE,BURNABY,Casualty,2017,1
49.254195,-122.927712,LOUGHEED HWY & UNDERHILL AVE & TURNING LANE,BURNABY,Casualty,2017,1
